,p_fx_levels,eligibility,eligibility - label,reviewer_note,available_reports,Title,URL,Description,ShortDetails,Author,Journal,Year,abstract,retraction_notes,protocol_and_reg,p_setting,p_sampling,p_sex,p_age,p_doi,p_hpi,p_pmhx_pshx,p_medications,p_osteoporosis,p_obs_gyn,p_sx_risk,p_extra_injuries,p_fx_count,p_fx_morphology,p_neurology,p_spine_pshx,p_spine_disease,i_main,i_comparison,i_assignment,o_main_analyses,Details,Resource,Type,Identifiers,Db,EntrezUID,Properties,BibliographyType,ISBN,Identifier,Volume,Number,Month,Pages,Address,Note,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,primary_screen_ts,p_sample_losses,p_allergies,p_social_hx,p_family_hx,p_other,i_rationale,i_who_where,i_care_coverage,i_alloc_conceal,i_assign_mask,i_deliv_deviations,i_crossover,i_sx_count,i_extra_sx,i_nonsx_therapy,i_time_to_sx,i_preop_wu,i_anesthesia,i_surgeon_xp,i_incision_line,i_incision_size,i_sx_retractors,i_endoscopy,i_videoscopy,i_microscopy,i_microsurgery,i_sx_navigation,i_c-arm,i_spine_toolset,i_decompression,i_reduction,i_screw_count,i_screw_config,i_post_fixat_dev,i_ven_fixat_dev,i_fus_implants,i_fus_technique,i_augmentation,i_other_implants,i_drain_policy,i_suturing,i_postop_mgmt,i_dc_plan,i_other,o_assessment,o_assess_mask,o_fu_schedule,o_fu_losses,o_nonreporting,o_sub_analyses,o_add_analyses,o_handl_mul_anal,o_covar_adjust,o_survival_anal,o_mul_measure,o_or_time,o_blood_loss,o_transfus_need,o_neurology,o_other_ae,o_hrqol,o_pain_intensity,o_pt_satisfaction,o_other_proms,o_other_croms,o_ssi,o_pacu_time,o_inpatient_stay,o_neuropath_pain,o_sepsis,o_intraop_ae,o_repeat_sx,o_readmission,o_death,o_pneumonia,o_vte,o_implant_failure,o_implant_remov,o_verterbal_kyph,o_seg_kyph,o_local_kyph,o_vertebral_ht,o_poor_union,o_kyph_corr,o_corr_loss,o_canal_stenosis,o_alignment,o_other_imaging,o_return_to_work,o_other,handl_miss_data,other_adjust,regression_anal,other_econ_anal,study_conclusions,practice_recomm,research_recomm,what_is_next,discussion,correspondence,coi_concern,miscond_concern,preib_cnfndng,preib_selection,preib_rndmztn,atib_msclssfctn,poib_deviations,poib_missing,poib_msrmnt,poib_selection
9410,,,,,,"ХИЛОТОРАКС В СТРУКТУРЕ
ПОСЛЕОПЕРАЦИОННЫХ ОСЛОЖНЕНИЙ ПРИ
АТРЕЗИИ ПИЩЕВОДА: АНАЛИЗ ПРИЧИН,
СХЕМА ЛЕЧЕНИЯ",https://elibrary.ru/item.asp?id=36457443,,,"Аксельров, М.  А.; Емельянова, В.  А.; Супрунец, С.  Н.; Фомичев, М.  В.; Сергиенко, Т.  В.",Педиатрия. Журнал им. Г.Н. Сперанского,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36457443,97,6,,88--92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,,,,,,"КИЛЕВИДНАЯ ДЕФОРМАЦИЯ ГРУДНОЙ
КЛЕТКИ",https://elibrary.ru/item.asp?id=36475576,,,"Аксельров, М.  А.; Разин, М.  П.; Сатывалдаев, М.  Н.; Вольский, Г.  Б.; Скобелев, В.  А.; Батуров, М.  А.","Российский вестник детской хирургии, анестезиологии и реаниматологии",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36475576,8,3,,45--52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9473,,,,,,"СТАБИЛИЗАЦИЯ ГРУДИННО-РЕБЕРНОГО
КОМПЛЕКСА ПРИ ОБШИРНЫХ ФЛОТИРУЮЩИХ
ПЕРЕЛОМАХ РЕБЕР У ДЕТЕЙ: ОБЗОР
ЛИТЕРАТУРЫ И СОБСТВЕННЫЙ ОПЫТ",https://elibrary.ru/item.asp?id=36816763,,,"Аксельров, М.  А.; Сатывалдаев, М.  Н.; Бродер, И.  А.",Хирургия детского возраста,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36816763,,4,,25--30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,,,,,,"ОСЛОЖНЕНИЯ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ОТКРЫТОГО АРТЕРИАЛЬНОГО ПРОТОКА У
НОВОРОЖДЁННЫХ",https://elibrary.ru/item.asp?id=36715311,,,"Алекси-Месхишвили, В.  В.; Козлов, Ю.  А.",Детская хирургия,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36715311,22,6,,301--305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9809,,,,,,"ВЛИЯНИЕ ИНТЕНСИВНОСТИ БОЛЕВОГО
ВОСПРИЯТИЯ НА СОЦИАЛЬНУЮ И
ТРУДОВУЮ АДАПТАЦИЮ",https://elibrary.ru/item.asp?id=36766297,,,"Алешкина, М.  В.; Рытова, А.  Ю.",Нижегородский психологический альманах,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36766297,,2,,1--7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9696,,,,,,"ИНТРАОПЕРАЦИОННЫЙ НЕЙРОМОНИТОРИНГ
В СПИНАЛЬНОЙ НЕЙРОХИРУРГИИ В
КЛИНИЧЕСКОЙ ГОРОДСКОЙ БОЛЬНИЦЕ №7
ГОРОДА АЛМАТЫ",https://elibrary.ru/item.asp?id=35644686,,,"Алиев, М.  А.; Жайлаубаева, А.  С.; Мустафинов, Д.  Б.; Караваев, В.  С.; Аглаков, Б.  М.; Сулейменова, Г.  Е.",Вестник Алматинского государственного института усовершенствования врачей,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35644686,,3,,31--37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9836,,,,,,"МОДИФИЦИРОВАННЫЙ АППАРАТ ДЛЯ
СТЕРЕОТАКСИЧЕСКОЙ ФИКСАЦИИ
ЖИВОТНЫХ",https://elibrary.ru/item.asp?id=36351476,,,"Альбертин, С.  В.",Ветеринария Кубани,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36351476,,5,,17--18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769,,,,,,"ИСХОДЫ ЛЕЧЕНИЯ ПЕРЕЛОМОВ
ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=35011863,,,"Альходжаев, С.  С.; Тезекбаев, К.  М.; Килыбаев, А.  К.; Джаксыбаев, М.  Н.; Жанкин, Б.  А.; Ни, Р.  Р.; Махамбетов, Г.  Б.",Вестник Казахского Национального медицинского университета,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35011863,,3,,188--190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,,,,,,"ОПЫТ ИСПОЛЬЗОВАНИЯ ТАКТИКИ DAMAGE
CONTROL ПРИ ЧЕРЕПНО-МОЗГОВОЙ И
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЕ",https://elibrary.ru/item.asp?id=36293066,,,"Аникеев, Н.  В.; Щедренок, В.  В.; Себелев, К.  И.",Врач скорой помощи,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36293066,,6,,45--53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598,,,,,,"ИШЕМИЧЕСКОЕ ПОВРЕЖДЕНИЕ СПИННОГО
МОЗГА ПРИ ХИРУРГИЧЕСКОМ ЛЕЧЕНИИ
АНЕВРИЗМ ТОРАКОАБДОМИНАЛЬНОГО
ОТДЕЛА АОРТЫ РАЗЛИЧНОЙ ЭТИОЛОГИИ",https://elibrary.ru/item.asp?id=36389064,,,"Аракелян, В.  С.; Папиташвили, В.  Г.; Хон, В.  Л.; Букацелло, Р.  Г.; Гамзаев, Н.  Р.  О.; Гидаспов, Н.  А.; Куличков, П.  П.; Чшиева, И.  В.",Бюллетень НЦССХ им. А.Н. Бакулева РАМН Сердечно-сосудистые заболевания,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36389064,19,NaN,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,,,,,,"ТУНЕЛЬНЫЙ СИНДРОМ, (НЕЙРОПАТИЯ)
НАДЛОПАТОЧНОГО НЕРВА",https://elibrary.ru/item.asp?id=36481695,,,"Архипов, С.  В.; Лычагин, А.  В.; Дрогин, А.  Р.; Ключевский, И.  Н.; Муханов, В.  В.; Явлиева, Р.  Х.",Кафедра травматологии и ортопедии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36481695,,2,,87--98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9829,,,,,,"КОМПЬЮТЕРНАЯ ТОМОГРАФИЯ В
ДИАГНОСТИКЕ ГНОЙНОВОСПАЛИТЕЛЬНЫХ
ЗАБОЛЕВАНИЙ И ИХ ОСЛОЖНЕНИЙ ПРИ
СОЧЕТАННОЙ ТРАВМЕ ПОЗВОНОЧНИКА В
УСЛОВИЯХ СТАЦИОНАРА СКОРОЙ
МЕДИЦИНСКОЙ ПОМОЩИ",https://elibrary.ru/item.asp?id=35234714,,,"Афанасьева, И.  С.; Савелло, В.  Е.; Шумакова, Т.  А.; Тамаев, Т.  И.; Беляков, Ю.  В.; Сериков, В.  В.",Лучевая диагностика и терапия,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35234714,,2,,64--71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9345,,,,,,"ШКАЛА ОЦЕНКИ РИСКА
НЕВРОЛОГИЧЕСКИХ ОСЛОЖНЕНИЙ
ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ БОЛЬНЫХ С
ПОСТТРАВМАТИЧЕСКИМИ ДЕФОРМАЦИЯМИ
ГРУДНОГО И ПОЯСНИЧНОГО ОТДЕЛОВ
ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=37074452,,,"Афаунов, А.  А.; Кузьменко, А.  В.; Басанкин, И.  В.; Агеев, М.  Ю.",Кубанский научный медицинский вестник,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37074452,26,1,,45--57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,,,,,,"К ВОПРОСУ О КЛАССИФИКАЦИИ
ПОСТТРАВМАТИЧЕСКИХ ДЕФОРМАЦИЙ
ГРУДНОГО И ПОЯСНИЧНОГО ОТДЕЛОВ
ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=35060711,,,"Афаунов, А.  А.; Кузьменко, А.  В.; Басанкин, И.  В.; Агеев, М.  Ю.",Хирургия позвоночника,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35060711,15,2,,23--32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9273,,,,,,"АГМАТИН: СПЕКТР АКТИВНОСТИ В
МОЗГЕ, ДИАГНОСТИЧЕСКИЙ И
ТЕРАПЕВТИЧЕСКИЙ ПОТЕНЦИАЛ ПРИ
ЗАБОЛЕВАНИЯХ ЦНС",https://elibrary.ru/item.asp?id=36345057,,,"Афонин, А.  А.; Друккер, Н.  А.; Гунько, В.  О.; Логинова, И.  Г.; Афонина, Т.  А.",Современные проблемы науки и образования,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36345057,,4,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9676,,,,,,"ВВЛИЯНИЕ ТРАНСПЛАНТАЦИИ КЛЕТОК
МИКРОГЛИИ НА СТРУКТУРНЫЕ И
ФУНКЦИОНАЛЬНЫЕ ПОКАЗАТЕЛИ ПРИ
ТРАВМЕ СПИННОГО МОЗГА КРЫСЫ",https://elibrary.ru/item.asp?id=37096307,,,"Ахметзянова, Э.  Р.; Журавлева, М.  Н.; Галиева, Л.  Р.; Мухамедшина, Я.  О.",Гены и Клетки,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37096307,12,3,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9826,,,,,,"КЛИНИЧЕСКИЙ СЛУЧАЙ ДРЕНИРОВАНИЯ
ДЕФЕКТА НИЖНЕЙ ТРЕТИ ПИЩЕВОДА
МОДИФИЦИРОВАННОЙ Т” - ОБРАЗНОЙ
ТРУБКОЙ ВСЛЕДСТВИЕ НОЖЕВОГО
РАНЕНИЯ ПИЩЕВОДА”",https://elibrary.ru/item.asp?id=36365737,,,"Ашиналиев, А.  А.; Ургуналиев, Б.  К.; Жынжыров, Б.  К.; Туркменов, А.  А.",Медицина Кыргызстана,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36365737,1,3,,99--102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9326,,,,,,ОСТРОЕ ПОЧЕЧНОЕ ПОВРЕЖДЕНИЕ,https://elibrary.ru/item.asp?id=36645506,,,Б.а.,Нефрология и диализ,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36645506,20,4,,439--441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9318,,,,,,ХРОНИЧЕСКАЯ БОЛЕЗНЬ ПОЧЕК,https://elibrary.ru/item.asp?id=36645505,,,Б.а.,Нефрология и диализ,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36645505,20,4,,416--438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9383,,,,,,"ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ОПУХОЛЕЙ IV
ЖЕЛУДОЧКА. СРАВНИТЕЛЬНЫЙ АНАЛИЗ
ЭФФЕКТИВНОСТИ И БЕЗОПАСНОСТИ
СРЕДИННОГО И ТЕЛОВЕЛЯРНОГО
ДОСТУПОВ",https://elibrary.ru/item.asp?id=36742953,,,"Бабичев, К.  Н.; Станишевский, А.  В.; Свистов, Д.  В.; Аверьянов, Д.  А.; Лакотко, Р.  С.",Нейрохирургия,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36742953,20,4,,10--19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597,,,,,,"ИМПЛАНТАТЫ ПОЗВОНКОВ ДЛЯ
МЕЖТЕЛОВОГО СПОНДИЛОДЕЗА:
БИОМЕХАНИЧЕСКИЕ И ТЕХНИЧЕСКИЕ
ИДЕИ, КЛИНИЧЕСКИЕ АСПЕКТЫ",https://elibrary.ru/item.asp?id=36590012,,,"Бабкин, А.  В.",Военная медицина,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36590012,,4,,66--77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9693,,,,,,"ОТДАЛЕННЫЕ РЕЗУЛЬТАТЫ ПРИМЕНЕНИЯ
ЗАДНЕЙ ФИКСАЦИИ СУБАКСИАЛЬНЫХ
ПОЗВОНКОВ ПРИ ОСТРОЙ НЕСТАБИЛЬНОЙ
ТРАВМЕ",https://elibrary.ru/item.asp?id=37101536,,,"Бажанов, С.  П.; Ульянов, В.  Ю.; Островский, В.  В.; Лихачев, С.  В.",Саратовский научно-медицинский журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37101536,14,3,,501--504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9348,,,,,,"ОПТИМИЗАЦИЯ СХЕМЫ ОБСЛЕДОВАНИЯ
ПАЦИЕНТОВ С
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМОЙ
С ИСПОЛЬЗОВАНИЕМ НОВЫХ ТЕХНОЛОГИЙ
ЛУЧЕВОЙ ДИАГНОСТИКИ",https://elibrary.ru/item.asp?id=35177249,,,"Бажин, А.  В.; Егорова, Е.  А.",Современные технологии в медицине,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35177249,10,2,,125--134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9420,,,,,,"ТКАНЕИНЖЕНЕРНЫЕ КОНСТРУКТЫ ДЛЯ
ТЕРАПИИ СПИНАЛЬНОЙ ТРАВМЫ
-ИССЛЕДОВАНИЕ НА
НЕЧЕЛОВЕКООБРАЗНЫХ ПРИМАТАХ",https://elibrary.ru/item.asp?id=37096311,,,"Баклаишев, В.  П.; Дуров, О.  В.; Богуш, В.  Г.; Кальсин, В.  А.; Коноплянников, М.  А.; Аверьянов, А.  В.",Гены и Клетки,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37096311,12,3,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,,,,,,"РУКОВОДСТВО ПО НЕОТЛОЖНОЙ
ТРАВМАТОЛОГИЧЕСКОЙ ПОМОЩИ ITLS
(ЧАСТЬ 7. ТРАВМЫ ГРУДНОЙ КЛЕТКИ)",https://elibrary.ru/item.asp?id=35684200,,,"Баруза, Г.; Пейцман, А.",Врач скорой помощи,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35684200,,9,,40--56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9532,,,,,,"РУКОВОДСТВО ПО НЕОТЛОЖНОЙ
ТРАВМАТОЛОГИЧЕСКОЙ ПОМОЩИ ITLS
ЧАСТЬ 7. ТРАВМЫ ГРУДНОЙ КЛЕТКИ",https://elibrary.ru/item.asp?id=35680922,,,"Баруза, Г.; Пейцман, А.",Врач скорой помощи,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35680922,,10,,41--48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9299,,,,,,"ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ РАЗРЫВА
СЕРДЦА У ПАЦИЕНТА С СОЧЕТАННОЙ
ТРАВМОЙ",https://elibrary.ru/item.asp?id=37272870,,,"Батеха, В.  И.; Медведев, Н.  В.; Гуманенко, В.  В.",Политравма,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37272870,,1,,58--61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9428,,,,,,"ОПЫТ ДЛИТЕЛЬНОГО ПРИМЕНЕНИЯ
ТЕРИПАРАТИДА ДЛЯ ЛЕЧЕНИЯ
ПОСЛЕОПЕРАЦИОННОГО ГИПОПАРАТИРЕОЗА
С СОПУТСТВУЮЩИМ ОСТЕОПОРОЗОМ У
БОЛЬНОЙ ПОЖИЛОГО ВОЗРАСТА",https://elibrary.ru/item.asp?id=36481703,,,"Батрак, Г.  А.; Бродовская, А.  Н.; Мясоедова, С.  Е.",Клиницист,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36481703,12,2,,51--55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9471,,,,,,"ГЕМИЛАМИНЭКТОМИЯ С РЕЗЕКЦИЕЙ
ФИБРОЗНОГО КОЛЬЦА (АНУЛЭКТОМИИ),
VERSUS ЧАСТИЧНАЯ ДИСКЭКТОМИЯ ПРИ
ХРОНИЧЕСКИХ ПРОТРУЗИЯХ
МЕЖПОЗВОНКОВЫХ ДИСКОВ В
ГРУДОПОЯСНИЧНОМ ОТДЕЛЕ У СОБАК",https://elibrary.ru/item.asp?id=37042452,,,"Баттарай, Б.",Ученые записки Казанской государственной академии ветеринарной медицины им. Н.Э. Баумана,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37042452,237,1,,35--40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,,,,,,"ДЕТИ СО СПИНАЛЬНОЙ ТРАВМОЙ.
СПЕЦИФИКА ЛОГОПЕДИЧЕСКОЙ РАБОТЫ",https://elibrary.ru/item.asp?id=36408535,,,"Батышева, Т.  Т.; Гиленкова, С.  В.; Суворова, С.  А.; Орлова, Г.  И.",Детская и подростковая реабилитация,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36408535,,3,,63--65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,,,,,,"СЛУЧАЙ УСПЕШНОГО ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ РАЗРЫВА ДУГИ АОРТЫ ПРИ
ТУПОЙ ТРАВМЕ ГРУДНОЙ КЛЕТКИ",https://elibrary.ru/item.asp?id=35088363,,,"Белаш, С.  А.; Барбухатти, К.  О.; Ясакова, Е.  П.",Патология кровообращения и кардиохирургия,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35088363,22,1,,49--54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
