BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,,a36817919,"Зелянин, А.  С.; Филиппов, В.  В.; Дубров, В.  Э.; Месхи, К.  Т.; Келбан, Д.  И.; Зелянин, Д.  А.","МИКРОХИРУРГИЧЕСКАЯ
АУТОТРАНСПЛАНТАЦИЯ ТКАНЕЙ В
ЛЕЧЕНИИ БОЛЬНЫХ С ПОЗДНИМИ
ЛУЧЕВЫМИ ПОРАЖЕНИЯМИ, ОСЛОЖНЕННЫМИ
ОСТЕОМИЕЛИТОМ БОЛЬШЕБЕРЦОВОЙ
КОСТИ",Клиническая и экспериментальная хирургия. Журнал имени академика Б.В. Петровского,6,4,,6--16,2018,,,https://elibrary.ru/item.asp?id=36817919,,,,,,,,,,,,,,,,,
7,,a37257691,"Зиновьев, Н.  А.; Громов, М.  М.; Бобров, И.  В.","ЭФФЕКТИВНОСТЬ ТРЕНИРОВОК С
ОГРАНИЧЕНИЕМ КРОВОТОКА В ПРОЦЕССЕ
ПОДГОТОВКИ
СПОРТСМЕНОВ-ГОРНОЛЫЖНИКОВ",Теория и практика физической культуры,,4,,15--17,2019,,,https://elibrary.ru/item.asp?id=37257691,,,,,,,,,,,,,,,,,
7,,a36690648,"Зорин, В.  И.; Наумов, Д.  Г.; Мушкин, А.  Ю.; Евсеев, В.  А.","ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ПОСЛЕДСТВИЙ
ВЕРТЕБРАЛЬНЫХ ПОРАЖЕНИЙ ПРИ
СЕПСИСЕ НОВОРОЖДЕННЫХ (АНАЛИЗ
СЕРИИ КЛИНИЧЕСКИХ НАБЛЮДЕНИЙ)",Травматология и ортопедия России,24,4,,44--52,2018,,,https://elibrary.ru/item.asp?id=36690648,,,,,,,,,,,,,,,,,
7,,a36825511,"Зотов, П.  Б.; Любов, Е.  Б.; Пономарёва, Т.  Г.; Скрябин, Е.  Г.; Брагин, А.  В.; Ананьева, О.  В.","СОМАТИЧЕСКАЯ ПАТОЛОГИЯ СРЕДИ
ФАКТОРОВ СУИЦИДАЛЬНОГО РИСКА.
СООБЩЕНИЕ II",Суицидология,9,4,,85--108,2018,,,https://elibrary.ru/item.asp?id=36825511,,,,,,,,,,,,,,,,,
7,,a36685538,"Зуйкова, А.  А.; Потёмина, Т.  Е.; Перешеин, А.  В.; Кузнецова, С.  В.","РАЗВИТИЕ ПСИХОСОМАТИЧЕСКОЙ
ПАТОЛОГИИ ПОСЛЕ ВОЗДЕЙСТВИЯ
БОЕВОГО СТРЕССА",Российский остеопатический журнал,,3,,71--77,2018,,,https://elibrary.ru/item.asp?id=36685538,,,,,,,,,,,,,,,,,
7,,a36742955,"Иванкова, Е.  О.; Дарвин, В.  В.; Бессмертных, М.  А.","ОЦЕНКА БЛИЖАЙШИХ И ОТДАЛЕННЫХ
РЕЗУЛЬТАТОВ ЭНДОВАСКУЛЯРНОГО
ЛЕЧЕНИЯ РАЗОРВАВШИХСЯ АНЕВРИЗМ
ВЕРТЕБРАЛЬНО-БАЗИЛЯРНОГО БАССЕЙНА
В ОСТРОМ ПЕРИОДЕ КРОВОИЗЛИЯНИЯ",Нейрохирургия,20,4,,31--37,2018,,,https://elibrary.ru/item.asp?id=36742955,,,,,,,,,,,,,,,,,
7,,a36690659,"Иванов, П.  А.; Заднепровский, Н.  Н.; Неведров, А.  В.; Каленский, В.  О.","ВНУТРИКОСТНАЯ ФИКСАЦИЯ ПЕРЕЛОМОВ
ЛОННОЙ КОСТИ ШТИФТОМ С
БЛОКИРОВАНИЕМ: ПЕРВЫЙ КЛИНИЧЕСКИЙ
ОПЫТ",Травматология и ортопедия России,24,4,,111--120,2018,,,https://elibrary.ru/item.asp?id=36690659,,,,,,,,,,,,,,,,,
7,,a35666384,"Иванов, С.  В.; Кенис, В.  М.; Прокопенко, Т.  Н.; Федосеева, А.  С.; Угурчиева, М.  А.","ПЕРЕЛОМЫ НИЖНИХ КОНЕЧНОСТЕЙ У
ДЕТЕЙ С ПОСЛЕДСТВИЯМИ
СПИННОМОЗГОВЫХ ГРЫЖ","Ортопедия, травматология и восстановительная хирургия детского возраста",6,3,,25--31,2018,,,https://elibrary.ru/item.asp?id=35666384,,,,,,,,,,,,,,,,,
7,,a36894282,"Иванов, Ю.  Н.; Рассказов, Л.  В.; Румянцева, Г.  Н.; Крестьяшин, В.  М.; Мурга, В.  В.; Марасанов, Н.  С.","КОМПЛЕКСНЫЙ ПОДХОД К ДИАГНОСТИКЕ
И ХИРУРГИЧЕСКОМУ ЛЕЧЕНИЮ
ЗАБОЛЕВАНИЙ И ТРАВМ
КОСТНО-МЫШЕЧНОЙ СИСТЕМЫ У ДЕТЕЙ С
ДИСПЛАЗИЕЙ СОЕДИНИТЕЛЬНОЙ ТКАНИ",Детская хирургия,23,1,,30,2019,,,https://elibrary.ru/item.asp?id=36894282,,,,,,,,,,,,,,,,,
7,,a37047201,"Измайлов, А.  А.; Соколов, М.  Е.; Баширов, Ф.  В.; Фадеев, Ф.  О.; Маркосян, В.  А.; Гарифулин, Р.  Р.; Лисюков, А.  Н.; Кузнецов, М.  С.; Исламов, Р.  Р.","СРАВНИТЕЛЬНЫЙ АНАЛИЗ
ЭФФЕКТИВНОСТИ ПРЯМОЙ И
КЛЕТОЧНО-ОПОСРЕДОВАННОЙ ГЕННОЙ
ТЕРАПИИ КРЫС С КОНТУЗИОННОЙ
ТРАВМОЙ СПИННОГО МОЗГА",Гены и Клетки,12,4,,53--59,2017,,,https://elibrary.ru/item.asp?id=37047201,,,,,,,,,,,,,,,,,
7,,a35086091,"Икоева, Г.  А.; Виссарионов, С.  В.; Баиндурашвили, А.  Г.; Кокушин, Д.  Н.; Овечкина, А.  В.; Солохина, И.  Ю.; Хусаинов, Н.  О.","СРАВНИТЕЛЬНЫЙ АНАЛИЗ ДИНАМИКИ
НЕВРОЛОГИЧЕСКИХ НАРУШЕНИЙ У ДЕТЕЙ
С ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ
ТРАВМОЙ ПОЯСНИЧНОГО ОТДЕЛА В
ЗАВИСИМОСТИ ОТ СРОКОВ
ХИРУРГИЧЕСКОГО ВМЕШАТЕЛЬСТВА",Международный журнал прикладных и фундаментальных исследований,,5,,97--103,2018,,,https://elibrary.ru/item.asp?id=35086091,,,,,,,,,,,,,,,,,
7,,a36891904,"Ильясевич, И.  А.; Сошникова, Е.  В.; Мазуренко, А.  Н.; Криворот, К.  А.","НЕЙРОФИЗИОЛОГИЧЕСКОЕ ОБОСНОВАНИЕ
ДИФФЕРЕНЦИРОВАННОЙ РЕАБИЛИТАЦИИ У
ПАЦИЕНТОВ С ТРАВМОЙ ПОЯСНИЧНОГО
ОТДЕЛА ПОЗВОНОЧНИКА",Весці Нацыянальнай акадэміі навук Беларусі. Серыя медыцынскіх навук,15,4,,422--428,2018,,,https://elibrary.ru/item.asp?id=36891904,,,,,,,,,,,,,,,,,
7,,a36773688,"Инкина, А.  В.; Мустафаев, Д.  М.","ПОСТТРАВМАТИЧЕСКАЯ
РЕТРОФАРИНГЕАЛЬНАЯ ГЕМАТОМА
(КЛИНИЧЕСКИЙ СЛУЧАЙ)",Журнал им. Н.В. Склифосовского Неотложная медицинская помощь,7,4,,378--381,2018,,,https://elibrary.ru/item.asp?id=36773688,,,,,,,,,,,,,,,,,
7,,a36614830,"Инкина, А.  В.; Мустафаев, Д.  М.","ПОСТТРАВМАТИЧЕСКАЯ
РЕТРОФАРИНГЕАЛЬНАЯ ГЕМАТОМА:
КЛИНИЧЕСКОЕ НАБЛЮДЕНИЕ",Российская оториноларингология,,6,,124--129,2018,,,https://elibrary.ru/item.asp?id=36614830,,,,,,,,,,,,,,,,,
7,,a37249823,"Исхаков, О.  С.; Мещеряков, С.  В.; Новосёлова, И.  Н.; Понина, И.  В.; Мачалов, В.  А.","ПРИНЦИПЫ ВОССТАНОВЛЕНИЯ
ПОВРЕЖДЕННЫХ ФУНКЦИЙ ПРИ
СПИНОМОЗГОВЫХ ТРАВМАХ У ДЕТЕЙ",Российский нейрохирургический журнал им. профессора А.Л. Поленова,10,NaN,,104--105,2018,,,https://elibrary.ru/item.asp?id=37249823,,,,,,,,,,,,,,,,,
7,,a35166301,"Калашникова, Н.  Н.; Наумов, А.  В.; Наумова, Е.  Е.","ОСТЕОПАТИЧЕСКИЙ СТАТУС ПАЦИЕНТОВ
С НАРУШЕНИЯМИ ОСАНКИ В РАЗНЫХ
ВОЗРАСТНЫХ ГРУППАХ",Российский остеопатический журнал,,1,,76--84,2018,,,https://elibrary.ru/item.asp?id=35166301,,,,,,,,,,,,,,,,,
7,,a36356254,"Калинин, А.  А.; Лазуков, М.  В.; Белова, М.  А.","СЛУЧАЙ УСПЕШНОГО ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ ПАЦИЕНТКИ ПОСЛЕ КАТАТРАВМЫ
С НЕОСЛОЖНЕННЫМ НЕСТАБИЛЬНЫМ
КОМПРЕССИОННО-ОСКОЛЬЧАТЫМ
ПЕРЕЛОМОМ ТЕЛА THVII ПОЗВОНКА
(AIII) И КИФОТИЧЕСКОЙ ДЕФОРМАЦИЕЙ
МЕТОДОМ МИНИМАЛЬНО ИНВАЗИВНОЙ
СТАБИЛИЗАЦИИ СИСТЕМОЙ U-CENTUM",Инновационная медицина Кубани,,2,,42--46,2018,,,https://elibrary.ru/item.asp?id=36356254,,,,,,,,,,,,,,,,,
7,,a36685713,"Калинина, А.  В.; Скворцов, В.  В.; Федотова, И.  В.","ТРАВМЫ ПОЗВОНОЧНИКА У
СПОРТСМЕНОВ",Медсестра,,1,,31--33,2019,,,https://elibrary.ru/item.asp?id=36685713,,,,,,,,,,,,,,,,,
7,,a36297178,"Калинникова, Т.  Б.; Шагидуллин, Р.  Р.; Колсанова, Р.  Р.; Белова, Е.  Б.; Гайнутдинов, Т.  М.; Гайнутдинов, М.  Х.","ЭВОЛЮЦИЯ ТОЛЕРАНТНОСТИ ОРГАНИЗМОВ
ПОЙКИЛОТЕРМНЫХ ЖИВОТНЫХ К ВЫСОКОЙ
ТЕМПЕРАТУРЕ СРЕДЫ",Российский журнал прикладной экологии,,3,,38--52,2018,,,https://elibrary.ru/item.asp?id=36297178,,,,,,,,,,,,,,,,,
7,,a35287793,"Калинский, Е.  Б.; Черняев, А.  В.; Слиняков, Л.  Ю.; Лычагин, А.  В.; Калинский, Б.  М.; Гончарук, Ю.  Р.","КЛИНИКО-РЕНТГЕНОЛОГИЧЕСКАЯ
ХАРАКТЕРИСТИКА ПАЦИЕНТОВ С
ЦЕРВИКАЛЬНЫМ СИНДРОМОМ ПОСЛЕ
ТРАВМЫ НАДПЛЕЧЬЯ",Вестник Российского государственного медицинского университета,,2,,72--76,2018,,,https://elibrary.ru/item.asp?id=35287793,,,,,,,,,,,,,,,,,
7,,a36644096,"Камчатнов, П.  Р.; Умарова, Х.  Я.","ПОЯСНИЧНАЯ БОЛЬ - ПОВЫШЕНИЕ
ЭФФЕКТИВНОСТИ ТЕРАПИИ",Медицина (Алматы),,12,,102--106,2018,,,https://elibrary.ru/item.asp?id=36644096,,,,,,,,,,,,,,,,,
7,,a37312249,"Каньшина, Д.  С.; Кузнецов, А.  Н.; Николаев, С.  Г.; Виноградов, О.  И.; Яковлева, Д.  В.","ВАРИАБЕЛЬНОСТЬ ПРЕДСТАВЛЕННОСТИ И
ЛАТЕНТНОСТИ F-ВОЛНЫ У ПАЦИЕНТОВ В
РАЗНЫЕ ПЕРИОДЫ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",Нервно-мышечные болезни,9,1,,61--66,2019,,,https://elibrary.ru/item.asp?id=37312249,,,,,,,,,,,,,,,,,
7,,a36536655,"Каракулова, Ю.  В.; Кулеш, А.  А.; Дробаха, В.  Е.; Сексяев, Н.  Е.","ТРАНЗИТОРНАЯ ИШЕМИЧЕСКАЯ АТАКА
ВСЛЕДСТВИЕ ИНТРАКРАНИАЛЬНОЙ
ДИССЕКЦИИ СРЕДНЕЙ МОЗГОВОЙ
АРТЕРИИ",Уральский медицинский журнал,,11,,35--37,2018,,,https://elibrary.ru/item.asp?id=36536655,,,,,,,,,,,,,,,,,
7,,a37157970,"Карасаева, З.  А.","ИСТОРИЯ РАЗВИТИЯ СПОРТИВНОЙ
МЕДИЦИНЫ",Бюллетень медицинских интернет-конференций,8,10,,521,2018,,,https://elibrary.ru/item.asp?id=37157970,,,,,,,,,,,,,,,,,
7,,a36430043,"Каратеев, А.  Е.","ИСПОЛЬЗОВАНИЕ НЕСТЕРОИДНЫХ
ПРОТИВОВОСПАЛИТЕЛЬНЫХ ПРЕПАРАТОВ В
РЕАЛЬНОЙ КЛИНИЧЕСКОЙ ПРАКТИКЕ:
НОВЫЕ ВОЗМОЖНОСТИ",Consilium Medicum,20,9,,88--94,2018,,,https://elibrary.ru/item.asp?id=36430043,,,,,,,,,,,,,,,,,
7,,a36871048,"Карева, Н.  П.; Шелякина, О.  В.; Павлова, Е.  В.","ПЕРСПЕКТИВЫ АНТРОПОМОРФНОЙ
РОБОТОТЕХНИКИ В ВОССТАНОВЛЕНИИ
ПАЦИЕНТОВ ПОСЛЕ ТРАВМЫ СПИННОГО
МОЗГА (ОБЗОР ЛИТЕРАТУРЫ)",Современные проблемы науки и образования,,6,,134,2018,,,https://elibrary.ru/item.asp?id=36871048,,,,,,,,,,,,,,,,,
7,,a36414831,"Керимбаев, Т.  Т.; Алейников, В.  Г.; Урунбаев, Е.  А.; Сансызбаев, А.  Б.; Абишев, Н.  С.","ХИРУРГИЯ ТРАВМАТИЧЕСКИХ
ПОВРЕЖДЕНИЙ ВЕРХНЕГО ШЕЙНОГО
ОТДЕЛА ПОЗВОНОЧНИКА (0-С1-С2)",Нейрохирургия и неврология Казахстана,,1,,22--27,2018,,,https://elibrary.ru/item.asp?id=36414831,,,,,,,,,,,,,,,,,
7,,a36290692,"Кириллова, И.  В.; Шидловский, Ф.  К.","АБЕРРАНТНЫЕ ОСТАТКИ ШЕРСТИСТОГО
МАМОНТА В КОЛЛЕКЦИИ МУЗЕЯ
ЛЕДНИКОВОГО ПЕРИОДА",Труды Зоологического института РАН,322,3,,285--305,2018,,,https://elibrary.ru/item.asp?id=36290692,,,,,,,,,,,,,,,,,
7,,a35127139,"Кирилюк, М.  Л.; Дашук, Т.  И.; Кирилюк, Н.  В.","ГИПОФИЗАРНЫЙ СИНДРОМ
КУШИНГА.АНАЛИЗ ВПЕРВЫЕ
ВЫЯВЛЕННЫХСЛУЧАЕВ",Международный эндокринологический журнал,14,2,,211--215,2018,,,https://elibrary.ru/item.asp?id=35127139,,,,,,,,,,,,,,,,,
7,,a36642991,"Клещунов, С.  С.; Бушков, Ф.  А.; Бобкова, С.  Н.","АЛГОРИТМ ОБУЧЕНИЯ ХОДЬБЕ В
РОБОТИЗИРОВАННОМ КОМПЛЕКСЕ
EXOATLET” СПИНАЛЬНЫХ ПАЦИЕНТОВ”",Известия Тульского государственного университета. Физическая культура. Спорт,,4,,43--48,2018,,,https://elibrary.ru/item.asp?id=36642991,,,,,,,,,,,,,,,,,
7,,a35611659,"Климов, В.  С.; Василенко, И.  И.; Евсюков, А.  В.; Халепа, Р.  В.; Амелина, Е.  В.; Рябых, С.  О.; Рзаев, Д.  А.","ПРИМЕНЕНИЕ ТЕХНОЛОГИИ LLIF У
ПАЦИЕНТОВ С ДЕГЕНЕРАТИВНЫМ
СКОЛИОЗОМ ПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА: АНАЛИЗ
РЕТРОСПЕКТИВНОЙ КОГОРТЫ И ОБЗОР
ЛИТЕРАТУРЫ",Гений ортопедии,24,3,,393--403,2018,,,https://elibrary.ru/item.asp?id=35611659,,,,,,,,,,,,,,,,,
7,,a36263983,"Клюшин, Н.  М.; Михайлов, А.  Г.; Шастов, А.  Л.; Мухтяев, С.  В.; Гаюк, В.  Д.","СЛУЧАЙ УСПЕШНОГО ЛЕЧЕНИЯ ПАЦИЕНТА
С ПОСЛЕДСТВИЯМИ ПОЛИТРАВМЫ,
ОСЛОЖНЕННОЙ ГНОЙНОЙ ИНФЕКЦИЕЙ",Политравма,,3,,76--81,2018,,,https://elibrary.ru/item.asp?id=36263983,,,,,,,,,,,,,,,,,
7,,a35303172,"Коваль, С.  Я.; Хомякова, О.  В.; Шишко, Е.  Ю.; Нагаева, Е.  И.; Кровяков, В.  Ф.","ФОРМИРОВАНИЕ АДАПТИВНЫХ И
КОМПЕНСАТОРНЫХ ВОЗМОЖНОСТЕЙ В
ПРОЦЕССЕ ВОССТАНОВЛЕНИЯ
ДВИГАТЕЛЬНЫХ ФУНКЦИЙ У
СПОРТСМЕНОВ-ГИМНАСТОВ СО
СПИННОМОЗГОВОЙ ТРАВМОЙ",Теория и практика физической культуры,,9,,54--56,2018,,,https://elibrary.ru/item.asp?id=35303172,,,,,,,,,,,,,,,,,
7,,a35161419,"Ковражкина, Е.  А.; Стаховская, Л.  В.; Разинская, О.  Д.; Сердюк, А.  В.","ИНГИБИТОРЫ РЕГЕНЕРАЦИИ
ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ, ИХ
ФИЗИОЛОГИЧЕСКАЯ РОЛЬ И УЧАСТИЕ В
ПАТОГЕНЕЗЕ ЗАБОЛЕВАНИЙ",Журнал неврологии и психиатрии им. C.C. Корсакова,118,5,,143--149,2018,,,https://elibrary.ru/item.asp?id=35161419,,,,,,,,,,,,,,,,,
7,,a35666388,"Козырев, А.  С.; Александрович, Ю.  С.; Залетина, А.  В.; Иванов, М.  Д.; Павлова, М.  С.; Стрельникова, А.  С.","СРАВНИТЕЛЬНАЯ ОЦЕНКА АНЕСТЕЗИИ
ДЕСФЛУРАНОМ И СЕВОФЛУРАНОМ ПРИ
ХИРУРГИЧЕСКОЙ КОРРЕКЦИИ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ У
ДЕТЕЙ","Ортопедия, травматология и восстановительная хирургия детского возраста",6,3,,47--55,2018,,,https://elibrary.ru/item.asp?id=35666388,,,,,,,,,,,,,,,,,
7,,a35123956,"Колбовский, Д.  А.; Колесов, С.  В.; Швец, В.  В.; Рерих, В.  В.; Вишневский, А.  А.; Скорина, И.  В.; Казьмин, А.  И.; Морозова, Н.  С.; Переверзев, В.  С.; Хить, М.  А.","ОСТЕОКОНДУКТИВНЫЕ СВОЙСТВА
УГЛЕРОДНЫХ ИМПЛАНТОВ, ПРИМЕНЯЕМЫХ
В ХИРУРГИИ ПОВРЕЖДЕНИЙ И
ЗАБОЛЕВАНИЙ ПОЗВОНОЧНИКА (СЛУЧАЙ
ИЗ ПРАКТИКИ)",Гений ортопедии,24,2,,229--233,2018,,,https://elibrary.ru/item.asp?id=35123956,,,,,,,,,,,,,,,,,
7,,a36777144,"Колегов, А.  Л.; Войлошников, О.  Д.","НЕКОТОРЫЕ АСПЕКТЫ В ОПИСАНИИ
БОЛЕВОГО ПРИЕМА ОГРАНИЧЕНИЕ
СВОБОДЫ ПЕРЕДВИЖЕНИЯ ЗАГИБОМ РУКИ
ЗА СПИНУ ”ТОЛЧКОМ” В
НОРМАТИВНО-ПРАВОВЫХ ДОКУМЕНТАХ
РЕГЛАМЕНТИРУЮЩИХ ФИЗИЧЕСКУЮ
ПОДГОТОВКУ В МВД РОССИЙСКОЙ
ФЕДЕРАЦИИ”",Полицейская и следственная деятельность,,4,,39--46,2018,,,https://elibrary.ru/item.asp?id=36777144,,,,,,,,,,,,,,,,,
7,,a36309913,"Колосова, О.  В.; Петрова, Э.  А.; Саражакова, И.  М.","НЕВРОЛОГИЧЕСКИЕ ПРОЯВЛЕНИЯ ПРИ
ДИСКОПАТИИ У СОБАК",Вестник ИрГСХА,,88,,128--133,2018,,,https://elibrary.ru/item.asp?id=36309913,,,,,,,,,,,,,,,,,
7,,a36490014,"Кондаков, Е.  Н.; Симонова, И.  А.","ОКАЗАНИЕ МЕДИЦИНСКОЙ ПОМОЩИ НА
ДОГОСПИТАЛЬНОМ ЭТАПЕ БОЛЬНЫМ С
ТРАВМОЙ ПОЗВОНОЧНИКА И СПИННОГО
МОЗГА В САНКТ-ПЕТЕРБУРГЕ",Скорая медицинская помощь,3,4,,25--29,2002,,,https://elibrary.ru/item.asp?id=36490014,,,,,,,,,,,,,,,,,
7,,a37004644,"Коновалова, Н.  Г.; Ляховецкая, В.  В.; Деева, И.  В.","ФОРМИРОВАНИЕ ПОСТУРАЛЬНОЙ
РЕГУЛЯЦИИ ПАЦИЕНТОВ С ПАТОЛОГИЕЙ
ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ С
ИСПОЛЬЗОВАНИЕМ ТРЕНАЖЕРА
БАЛАНС-МАСТЕР””",Адаптивная физическая культура,,1,,19--22,2019,,,https://elibrary.ru/item.asp?id=37004644,,,,,,,,,,,,,,,,,
7,,a37254910,"Коптяева, К.  Е.; Гущин, Я.  А.; Беляева, Е.  В.; Макарова, М.  Н.; Макаров, В.  Г.","МЕТОДИКА ВСКРЫТИЯ И ИЗВЛЕЧЕНИЯ
ОРГАНОВ ЛАБОРАТОРНЫХ ЖИВОТНЫХ.
СООБЩЕНИЕ 3: ХОМЯЧОК",Лабораторные животные для научных исследований,,1,,15--39,2019,,,https://elibrary.ru/item.asp?id=37254910,,,,,,,,,,,,,,,,,
7,,a37026201,"Корнеев, И.  А.; Ахадов, Т.  А.; Мельников, И.  А.; Исхаков, О.  С.; Семенова, Н.  А.; Дмитренко, Д.  М.; Манжурцев, А.  В.; Ахлебинина, М.  И.; Меньшиков, П.  Е.; Ублинский, М.  В.","РОЛЬ МАГНИТНО-РЕЗОНАНСНОЙ
ТОМОГРАФИИ ПРИ ОСТРОЙ ТРАВМЕ
ШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА У
ДЕТЕЙ",Медицинская визуализация,22,6,,105--115,2018,,,https://elibrary.ru/item.asp?id=37026201,,,,,,,,,,,,,,,,,
7,,a36715309,"Корнеев, И.  А.; Ахадов, Т.  А.; Семёнова, Н.  А.; Мельников, И.  А.; Никишов, С.  О.; Серова, Н.  Ю.; Меньщиков, П.  Е.; Манжурцев, А.  В.; Дмитренко, Д.  М.; Рошаль, Л.  М.; Ублинский, М.  В.","МУЛЬТИСПИРАЛЬНАЯ КОМПЬЮТЕРНАЯ
ТОМОГРАФИЯ В ДИАГНОСТИКЕ ОСТРОЙ
СКЕЛЕТНОЙ ТРАВМЫ У ДЕТЕЙ",Детская хирургия,22,6,,292--295,2018,,,https://elibrary.ru/item.asp?id=36715309,,,,,,,,,,,,,,,,,
